B25077_001E,B02001_002E,B01003_001E,B25003_003E,B25001_001E,B09019_006E,B09019_001E,B15003_002E,B25018_001E,B19083_001E,B01002_001E,B08303_001E,B19013_001E,GEOID
34.7,2541.0,1928.0,1217.0,2541.0,213.0,145.0,68553.0,0.3705,644.0,161.0,5.6,356200.0,06073020208
31.0,7955.0,6618.0,2840.0,7955.0,940.0,244.0,36099.0,0.4467,2097.0,1207.0,4.9,340300.0,06073010005
29.3,3690.0,2529.0,1475.0,3690.0,371.0,60.0,60862.0,0.3481,1056.0,409.0,4.9,246500.0,06073013308
32.7,5035.0,3306.0,2434.0,5035.0,717.0,146.0,50802.0,0.4684,1669.0,703.0,4.7,258500.0,06073020210
40.7,4157.0,1194.0,1785.0,4157.0,424.0,74.0,59386.0,0.4011,1156.0,351.0,5.6,379700.0,06073014102
41.3,4420.0,1085.0,2119.0,4420.0,349.0,173.0,100703.0,0.2876,1136.0,153.0,6.0,407000.0,06073003213
35.8,4516.0,2911.0,1791.0,4516.0,396.0,6.0,78011.0,0.3433,1280.0,241.0,6.0,389000.0,06073014002
46.1,5435.0,4674.0,2380.0,5435.0,850.0,19.0,94277.0,0.387,2077.0,445.0,6.6,554200.0,06073016201
36.8,5347.0,4490.0,2422.0,5347.0,598.0,8.0,84361.0,0.3654,1756.0,456.0,5.8,420300.0,06073016609
31.6,3206.0,1703.0,1285.0,3206.0,379.0,37.0,31979.0,0.4131,1402.0,1176.0,3.4,382200.0,06073015801
39.0,2625.0,2352.0,1192.0,2625.0,299.0,8.0,94514.0,0.3387,822.0,97.0,6.1,446900.0,06073016608
33.1,4131.0,2896.0,1773.0,4131.0,455.0,81.0,67780.0,0.4269,1243.0,312.0,5.9,364100.0,06073013506
36.6,9808.0,7717.0,4926.0,9808.0,915.0,162.0,83074.0,0.3939,3635.0,1260.0,5.5,416100.0,06073016701
31.6,20534.0,11552.0,8736.0,20534.0,2119.0,151.0,107352.0,0.3813,5491.0,1313.0,5.9,480600.0,06073013314
39.3,4449.0,3958.0,2001.0,4449.0,655.0,8.0,59054.0,0.4282,1476.0,590.0,4.9,334800.0,06073016806
42.4,3097.0,2747.0,1288.0,3097.0,327.0,56.0,87019.0,0.3596,931.0,148.0,6.0,432300.0,06073016810
33.3,7355.0,6350.0,3347.0,7355.0,1076.0,24.0,54773.0,0.3912,2749.0,1735.0,4.2,405900.0,06073016804
29.9,3062.0,2383.0,1395.0,3062.0,306.0,31.0,90125.0,0.3283,750.0,246.0,6.0,447300.0,06073010015
37.6,2648.0,1875.0,971.0,2648.0,251.0,0.0,97917.0,0.386,874.0,206.0,5.7,441500.0,06073016902
41.2,7307.0,6137.0,3396.0,7307.0,1240.0,0.0,67300.0,0.4507,2649.0,1018.0,6.2,661200.0,06073018504
31.8,7798.0,5265.0,3367.0,7798.0,757.0,174.0,58024.0,0.4183,2140.0,1017.0,5.8,411300.0,06073018610
44.7,2528.0,2229.0,1031.0,2528.0,247.0,5.0,108833.0,0.4835,1036.0,236.0,5.5,778400.0,06073017603
33.1,5776.0,3939.0,2301.0,5776.0,591.0,23.0,56382.0,0.405,1538.0,709.0,5.5,375700.0,06073018519
37.9,9730.0,8050.0,3955.0,9730.0,1238.0,38.0,105151.0,0.4637,3913.0,1423.0,5.4,768200.0,06073022100
43.1,3603.0,3220.0,1450.0,3603.0,455.0,0.0,136067.0,0.5048,1522.0,378.0,5.9,1670100.0,06073008102
36.3,5254.0,4063.0,2432.0,5254.0,588.0,144.0,73281.0,0.4551,1672.0,314.0,5.9,373600.0,06073019403
63.2,4682.0,3952.0,1440.0,4682.0,722.0,43.0,65357.0,0.4088,2380.0,694.0,5.2,532400.0,06073019808
45.2,7196.0,6044.0,3055.0,7196.0,848.0,0.0,134099.0,0.4655,3087.0,890.0,6.0,1178300.0,06073008324
33.7,3256.0,2833.0,2241.0,3256.0,284.0,0.0,71964.0,0.508,1884.0,1272.0,4.2,691200.0,06073007502
25.9,5747.0,4789.0,2417.0,5747.0,545.0,177.0,42212.0,0.3537,1409.0,1128.0,4.2,358900.0,06073019502
38.0,6880.0,5322.0,3082.0,6880.0,770.0,183.0,62380.0,0.4467,2430.0,686.0,5.6,454600.0,06073019303
33.2,3542.0,2640.0,1725.0,3542.0,335.0,0.0,74485.0,0.4215,1740.0,803.0,4.3,528100.0,06073008362
33.7,5825.0,4408.0,2381.0,5825.0,501.0,159.0,44797.0,0.4499,2104.0,1070.0,4.9,356600.0,06073018904
52.1,3184.0,2753.0,1207.0,3184.0,365.0,13.0,106875.0,0.4442,1411.0,228.0,6.6,1037900.0,06073017305
45.5,4841.0,4153.0,2175.0,4841.0,610.0,28.0,91385.0,0.4393,2164.0,580.0,5.5,608100.0,06073020015
38.8,2547.0,2149.0,1278.0,2547.0,294.0,0.0,59057.0,0.4385,1451.0,770.0,4.2,315800.0,06073006801
27.2,5500.0,1958.0,2803.0,5500.0,336.0,47.0,66759.0,0.4298,2322.0,2029.0,3.5,270300.0,06073008363
35.8,5775.0,5138.0,2944.0,5775.0,444.0,0.0,92039.0,0.3845,2176.0,731.0,5.5,591700.0,06073008501
32.5,6932.0,5329.0,3151.0,6932.0,575.0,37.0,69432.0,0.5163,2971.0,1770.0,5.1,637000.0,06073021400
50.3,5991.0,4870.0,2894.0,5991.0,692.0,8.0,103143.0,0.3519,2405.0,478.0,6.0,693600.0,06073009101
44.2,3223.0,2407.0,1590.0,3223.0,189.0,0.0,55273.0,0.5201,1725.0,1280.0,3.5,547300.0,06073006500
40.5,9324.0,6023.0,3566.0,9324.0,1015.0,16.0,191642.0,0.4193,2917.0,445.0,7.7,1092900.0,06073021500
24.4,4509.0,3400.0,2038.0,4509.0,515.0,114.0,37132.0,0.3087,1115.0,1055.0,4.1,253600.0,06073020028
33.7,8062.0,5536.0,3929.0,8062.0,864.0,84.0,66071.0,0.401,3016.0,1535.0,4.6,470200.0,06073008507
55.5,8293.0,7059.0,3181.0,8293.0,1044.0,0.0,90049.0,0.4491,3591.0,551.0,6.7,588900.0,06073018802
40.6,6821.0,4253.0,3132.0,6821.0,777.0,84.0,51327.0,0.5276,2951.0,1549.0,4.8,454600.0,06073008510
48.9,4729.0,3601.0,1853.0,4729.0,462.0,130.0,70734.0,0.4622,2029.0,487.0,5.7,587300.0,06073018803
36.3,4631.0,3839.0,2965.0,4631.0,280.0,53.0,74114.0,0.4396,2549.0,1717.0,3.8,526800.0,06073000700
34.0,1693.0,1382.0,823.0,1693.0,239.0,150.0,28661.0,0.4635,746.0,621.0,3.4,538300.0,06073004700
35.4,6555.0,2223.0,3697.0,6555.0,451.0,125.0,108596.0,0.3325,2296.0,995.0,5.2,500600.0,06073008350
27.8,2401.0,1423.0,882.0,2401.0,337.0,65.0,22614.0,0.5041,742.0,625.0,3.8,411100.0,06073005000
37.1,3722.0,1202.0,1983.0,3722.0,328.0,57.0,81250.0,0.4393,1149.0,483.0,5.5,482200.0,06073008352
39.3,9938.0,5227.0,4604.0,9938.0,967.0,23.0,155106.0,0.3622,3171.0,888.0,6.8,716400.0,06073008335
41.6,7061.0,3670.0,3274.0,7061.0,766.0,1.0,155877.0,0.3472,2236.0,316.0,7.3,750800.0,06073008366
43.5,1490.0,1207.0,644.0,1490.0,147.0,16.0,53676.0,0.5096,607.0,268.0,5.0,447700.0,06073010501
36.3,5667.0,3473.0,3170.0,5667.0,744.0,0.0,72500.0,0.4377,2568.0,1094.0,4.9,505800.0,06073009306
28.8,4491.0,1750.0,1633.0,4491.0,485.0,147.0,32475.0,0.4796,1366.0,967.0,4.1,244300.0,06073003502
24.6,5684.0,3319.0,2777.0,5684.0,238.0,26.0,40144.0,0.4215,675.0,477.0,3.9,187500.0,06073021900
37.6,6108.0,3806.0,2843.0,6108.0,636.0,45.0,78095.0,0.3621,2205.0,611.0,5.7,403800.0,06073020305
37.4,3867.0,2648.0,1749.0,3867.0,355.0,87.0,60909.0,0.35,1098.0,417.0,5.8,358200.0,06073010104
27.5,7893.0,5419.0,3048.0,7893.0,871.0,154.0,41307.0,0.4113,1997.0,1428.0,4.1,340000.0,06073011802
28.3,4092.0,2106.0,1397.0,4092.0,454.0,195.0,32061.0,0.5353,1212.0,954.0,3.9,298200.0,06073002709
34.1,5231.0,3575.0,2559.0,5231.0,486.0,8.0,123380.0,0.2893,1743.0,808.0,5.3,604700.0,06073017034
27.8,5929.0,2803.0,2265.0,5929.0,856.0,252.0,26052.0,0.39,2159.0,1925.0,3.3,263600.0,06073002708
42.7,4512.0,3213.0,2106.0,4512.0,614.0,24.0,113068.0,0.3196,1686.0,376.0,5.9,505100.0,06073009506
27.1,5919.0,4718.0,2218.0,5919.0,521.0,100.0,31735.0,0.3926,1751.0,1528.0,3.4,323000.0,06073020214
35.5,3977.0,1315.0,1823.0,3977.0,481.0,127.0,53155.0,0.369,1161.0,189.0,5.3,351400.0,06073003101
33.6,6558.0,5286.0,2085.0,6558.0,774.0,193.0,52656.0,0.4231,2039.0,987.0,4.5,391500.0,06073013000
52.3,3249.0,2805.0,1410.0,3249.0,330.0,0.0,123229.0,0.3654,1288.0,25.0,7.1,736000.0,06073020405
52.0,2312.0,2173.0,860.0,2312.0,298.0,9.0,115972.0,0.4536,933.0,101.0,7.0,729400.0,06073020401
35.3,6932.0,5112.0,2875.0,6932.0,777.0,190.0,63316.0,0.3684,1859.0,543.0,5.0,290900.0,06073010107
27.2,7190.0,1621.0,2628.0,7190.0,897.0,38.0,41359.0,0.4039,1829.0,1107.0,4.7,363400.0,06073003111
22.9,5453.0,4481.0,2379.0,5453.0,333.0,24.0,71942.0,0.4109,1508.0,554.0,5.8,580000.0,06073002804
27.6,7122.0,5706.0,2982.0,7122.0,824.0,136.0,35901.0,0.3923,1833.0,1421.0,3.9,246200.0,06073020202
33.6,3302.0,2264.0,1336.0,3302.0,363.0,95.0,48938.0,0.4167,981.0,428.0,4.9,325000.0,06073012200
28.7,6238.0,3096.0,2926.0,6238.0,660.0,68.0,58088.0,0.4029,2158.0,1439.0,4.2,372600.0,06073002702
35.5,3980.0,3126.0,1663.0,3980.0,507.0,46.0,80000.0,0.4081,1178.0,294.0,6.7,436500.0,06073020107
42.3,4003.0,3050.0,1717.0,4003.0,412.0,11.0,136728.0,0.3781,1419.0,171.0,6.8,685200.0,06073017047
29.0,6473.0,4771.0,2992.0,6473.0,830.0,38.0,53981.0,0.338,2362.0,1405.0,4.0,378900.0,06073013102
30.2,7005.0,5014.0,3195.0,7005.0,684.0,258.0,42007.0,0.3924,2117.0,1437.0,3.9,338000.0,06073020211
21.5,9038.0,6320.0,4002.0,9038.0,295.0,44.0,37804.0,0.4798,2479.0,1773.0,4.1,520900.0,06073002904
40.3,5339.0,829.0,2453.0,5339.0,277.0,144.0,94123.0,0.3826,1306.0,247.0,6.1,372300.0,06073003113
28.0,4980.0,3366.0,2222.0,4980.0,433.0,74.0,38882.0,0.3933,1386.0,956.0,3.8,188100.0,06073020207
31.0,5115.0,1862.0,2033.0,5115.0,617.0,86.0,45213.0,0.3969,1450.0,767.0,4.4,309000.0,06073003004
38.5,4732.0,3440.0,1604.0,4732.0,352.0,271.0,58910.0,0.3594,1163.0,261.0,6.0,304400.0,06073010004
37.3,6793.0,2847.0,2784.0,6793.0,1048.0,102.0,45135.0,0.3788,2362.0,1140.0,4.2,250600.0,06073003208
33.4,4080.0,2931.0,1813.0,4080.0,436.0,30.0,60323.0,0.3277,1247.0,546.0,5.5,348900.0,06073014300
61.0,6137.0,5163.0,1607.0,6137.0,820.0,31.0,67529.0,0.4332,3048.0,421.0,5.5,586100.0,06073017019
39.2,4765.0,3605.0,2145.0,4765.0,430.0,29.0,44154.0,0.4813,2074.0,1318.0,4.0,427300.0,06073014601
38.7,6187.0,2470.0,2675.0,6187.0,639.0,111.0,66655.0,0.3983,1681.0,450.0,6.0,328700.0,06073003107
34.7,5122.0,3644.0,2243.0,5122.0,602.0,0.0,52398.0,0.3934,2368.0,1899.0,3.5,451600.0,06073014803
42.0,4590.0,2757.0,1960.0,4590.0,392.0,30.0,89572.0,0.4298,1514.0,362.0,6.2,474500.0,06073013421
37.1,4029.0,2764.0,1817.0,4029.0,414.0,58.0,86420.0,0.3596,1331.0,242.0,6.2,487500.0,06073013416
35.8,3807.0,3084.0,2156.0,3807.0,576.0,69.0,89844.0,0.3545,1361.0,277.0,5.7,405800.0,06073016614
34.4,4610.0,3104.0,2079.0,4610.0,393.0,73.0,61050.0,0.3672,1325.0,378.0,6.3,340000.0,06073013909
45.8,3701.0,3128.0,1570.0,3701.0,458.0,12.0,98929.0,0.5376,1497.0,193.0,6.8,635400.0,06073015200
39.4,3611.0,2350.0,1643.0,3611.0,458.0,27.0,85962.0,0.3644,1238.0,235.0,6.3,411900.0,06073013504
38.0,4030.0,3132.0,1381.0,4030.0,351.0,8.0,83889.0,0.3233,901.0,360.0,5.1,414100.0,06073016615
40.4,5317.0,3818.0,2255.0,5317.0,724.0,51.0,75592.0,0.417,2025.0,697.0,6.1,559300.0,06073013601
51.4,5333.0,4319.0,2429.0,5333.0,602.0,41.0,101094.0,0.4274,1919.0,284.0,6.5,598600.0,06073020801
44.7,6124.0,5438.0,2619.0,6124.0,843.0,0.0,104800.0,0.3503,2197.0,353.0,6.1,425900.0,06073020811
39.0,7084.0,6253.0,3805.0,7084.0,908.0,43.0,62321.0,0.4203,3442.0,2306.0,4.1,514400.0,06073017900
32.4,6399.0,4486.0,2830.0,6399.0,656.0,90.0,64903.0,0.3427,1940.0,638.0,5.3,294000.0,06073018609
41.3,2974.0,2002.0,1438.0,2974.0,289.0,15.0,80921.0,0.3835,1170.0,154.0,6.0,423000.0,06073018608
29.4,4090.0,3371.0,2253.0,4090.0,360.0,45.0,66000.0,0.3305,1267.0,786.0,4.6,357200.0,06073019405
39.4,7836.0,6224.0,3637.0,7836.0,823.0,71.0,53689.0,0.4573,3237.0,1483.0,5.5,401900.0,06073019302
52.5,3138.0,2620.0,891.0,3138.0,392.0,10.0,164653.0,0.5021,1196.0,149.0,7.2,2000001.0,06073008311
32.1,5474.0,4099.0,2812.0,5474.0,559.0,37.0,54506.0,0.3618,1738.0,1129.0,4.5,237700.0,06073019503
37.0,2968.0,2677.0,1558.0,2968.0,296.0,0.0,109224.0,0.4094,1117.0,345.0,5.5,893300.0,06073008002
30.2,4660.0,4079.0,3100.0,4660.0,425.0,0.0,59781.0,0.4528,2582.0,1713.0,3.8,423500.0,06073007903
33.6,3957.0,3730.0,2112.0,3957.0,267.0,17.0,61061.0,0.4332,2302.0,1591.0,3.7,828900.0,06073007702
35.3,7014.0,5961.0,3976.0,7014.0,718.0,21.0,74650.0,0.3839,3263.0,1883.0,4.7,639100.0,06073007400
39.9,5911.0,3506.0,1986.0,5911.0,753.0,0.0,138077.0,0.3886,2092.0,601.0,5.8,834400.0,06073008330
37.1,5721.0,4926.0,2697.0,5721.0,591.0,0.0,103782.0,0.4319,2263.0,693.0,6.3,852100.0,06073006900
28.9,9104.0,4763.0,4802.0,9104.0,633.0,34.0,84444.0,0.4071,4751.0,3244.0,4.0,621600.0,06073008340
38.4,5922.0,4805.0,2846.0,5922.0,700.0,145.0,70854.0,0.39,2307.0,724.0,5.6,535400.0,06073008504
46.6,4170.0,3242.0,1854.0,4170.0,404.0,11.0,69122.0,0.423,1788.0,1098.0,4.6,692300.0,06073008345
32.8,5799.0,4055.0,2444.0,5799.0,520.0,160.0,40000.0,0.368,2114.0,1602.0,3.8,91300.0,06073020029
37.8,3240.0,2790.0,2165.0,3240.0,221.0,23.0,64808.0,0.4296,2116.0,1531.0,3.3,607000.0,06073005900
33.3,7092.0,2698.0,3047.0,7092.0,624.0,234.0,50153.0,0.4515,2046.0,1415.0,4.8,468800.0,06073008800
41.2,5174.0,4405.0,2994.0,5174.0,236.0,46.0,69766.0,0.4243,3157.0,2018.0,3.6,585900.0,06073000300
35.4,3717.0,2809.0,2321.0,3717.0,390.0,0.0,69783.0,0.4481,2342.0,1621.0,3.4,488700.0,06073000400
33.4,5439.0,3360.0,2683.0,5439.0,481.0,14.0,74643.0,0.3435,1830.0,987.0,4.6,443800.0,06073008702
31.6,6102.0,4682.0,3897.0,6102.0,467.0,10.0,55859.0,0.3898,3592.0,2669.0,3.6,338500.0,06073001300
46.1,3315.0,2881.0,1621.0,3315.0,295.0,0.0,82720.0,0.4178,1229.0,271.0,6.5,642900.0,06073019208
39.2,3881.0,3161.0,2186.0,3881.0,369.0,17.0,73640.0,0.4431,1906.0,1002.0,4.3,731400.0,06073004300
59.5,2307.0,2087.0,711.0,2307.0,238.0,6.0,121034.0,0.4692,1345.0,274.0,6.2,1055600.0,06073010601
34.0,4336.0,2405.0,2361.0,4336.0,469.0,39.0,79645.0,0.3555,1986.0,996.0,3.9,396500.0,06073008511
40.6,3343.0,2788.0,2158.0,3343.0,390.0,10.0,95852.0,0.3602,1547.0,596.0,5.0,610800.0,06073001900
16.5,4517.0,3337.0,1318.0,4517.0,342.0,11.0,64176.0,0.3138,1083.0,1032.0,7.0,515570.89638157893,06073009511
27.8,5391.0,3115.0,2169.0,5391.0,535.0,143.0,32742.0,0.4164,1659.0,1445.0,3.5,276300.0,06073002402
36.5,4966.0,3261.0,3077.0,4966.0,552.0,124.0,59459.0,0.375,2626.0,1768.0,3.9,469600.0,06073002100
34.5,6998.0,5021.0,2706.0,6998.0,777.0,62.0,60370.0,0.4149,2927.0,1447.0,4.4,496800.0,06073010200
31.4,4337.0,3711.0,1920.0,4337.0,341.0,11.0,74167.0,0.3504,1238.0,482.0,5.8,436300.0,06073020309
41.4,4800.0,2897.0,2315.0,4800.0,537.0,16.0,141713.0,0.3459,1604.0,397.0,6.8,671100.0,06073017033
31.2,3726.0,2478.0,1565.0,3726.0,480.0,90.0,39516.0,0.3918,1154.0,684.0,4.4,323200.0,06073003403
51.2,3417.0,3210.0,1541.0,3417.0,483.0,15.0,151797.0,0.3995,1668.0,314.0,6.3,827000.0,06073002001
34.8,2778.0,2227.0,998.0,2778.0,406.0,90.0,26382.0,0.4274,1479.0,694.0,3.0,21900.0,06073012501
27.9,5998.0,1905.0,1969.0,5998.0,747.0,166.0,23452.0,0.5146,1651.0,1140.0,4.8,307600.0,06073003305
35.4,14919.0,7946.0,6069.0,14919.0,1244.0,78.0,126696.0,0.4225,4545.0,1550.0,6.0,689800.0,06073017032
27.9,6091.0,4352.0,2799.0,6091.0,651.0,74.0,51580.0,0.4658,1669.0,1193.0,4.3,318100.0,06073020108
34.5,2703.0,2104.0,1159.0,2703.0,280.0,62.0,46771.0,0.3487,776.0,354.0,4.1,52500.0,06073013103
35.3,3859.0,2607.0,2103.0,3859.0,249.0,34.0,74256.0,0.4149,1168.0,326.0,6.0,405200.0,06073020106
42.4,3807.0,2463.0,1637.0,3807.0,369.0,20.0,125368.0,0.4199,1432.0,157.0,6.5,674600.0,06073017046
43.3,3097.0,2112.0,1479.0,3097.0,297.0,0.0,65824.0,0.3947,1095.0,472.0,5.4,521300.0,06073017050
29.1,5800.0,4621.0,2434.0,5800.0,389.0,271.0,44135.0,0.3733,1309.0,840.0,4.6,314000.0,06073020206
36.7,4066.0,2692.0,1666.0,4066.0,406.0,54.0,68571.0,0.3366,965.0,323.0,5.8,342200.0,06073010011
36.0,4057.0,2782.0,1905.0,4057.0,494.0,125.0,66250.0,0.3811,1423.0,490.0,5.1,397800.0,06073002903
27.2,5460.0,2122.0,2007.0,5460.0,411.0,13.0,52270.0,0.3669,1560.0,975.0,5.1,372500.0,06073003201
31.5,5639.0,4876.0,1805.0,5639.0,615.0,206.0,36393.0,0.3929,1607.0,1258.0,3.7,347400.0,06073010013
38.3,5951.0,5092.0,2879.0,5951.0,672.0,50.0,110094.0,0.333,2124.0,531.0,5.5,537500.0,06073017041
39.1,3577.0,522.0,1742.0,3577.0,233.0,48.0,101364.0,0.4119,825.0,177.0,6.0,395500.0,06073003114
37.0,8094.0,6050.0,3696.0,8094.0,1060.0,87.0,63779.0,0.3748,3121.0,1392.0,5.4,451200.0,06073014700
35.9,4523.0,3256.0,2343.0,4523.0,569.0,16.0,57047.0,0.3917,2045.0,1042.0,4.5,363500.0,06073014805
35.5,3662.0,2962.0,1707.0,3662.0,373.0,24.0,78036.0,0.3675,1116.0,212.0,5.8,342400.0,06073014101
45.8,5879.0,5307.0,2562.0,5879.0,602.0,83.0,94864.0,0.4274,2188.0,320.0,6.0,456100.0,06073019103
39.2,4347.0,3349.0,1875.0,4347.0,489.0,38.0,79150.0,0.4262,1517.0,496.0,5.0,427200.0,06073017009
45.1,4825.0,3357.0,2036.0,4825.0,574.0,57.0,87064.0,0.4595,1792.0,516.0,5.8,553600.0,06073013412
35.2,6568.0,4517.0,3040.0,6568.0,911.0,50.0,70380.0,0.3805,2277.0,1017.0,4.6,597100.0,06073003207
30.7,3151.0,1750.0,1232.0,3151.0,393.0,38.0,52733.0,0.3199,982.0,530.0,5.0,253600.0,06073013802
33.1,3457.0,2774.0,1470.0,3457.0,363.0,40.0,86278.0,0.4286,955.0,384.0,5.9,482100.0,06073017049
40.0,6621.0,4973.0,2830.0,6621.0,860.0,28.0,139938.0,0.447,2043.0,487.0,7.7,991300.0,06073009504
32.4,15935.0,7158.0,6908.0,15935.0,1769.0,147.0,102768.0,0.3234,4744.0,844.0,5.7,453900.0,06073013313
49.1,4207.0,3373.0,1676.0,4207.0,410.0,76.0,95469.0,0.4317,1415.0,333.0,6.4,496500.0,06073015302
29.4,7864.0,5689.0,3564.0,7864.0,910.0,135.0,47288.0,0.3549,2494.0,1850.0,4.1,515570.89638157893,06073016504
30.6,7196.0,5582.0,2053.0,7196.0,947.0,166.0,23728.0,0.4481,2283.0,1855.0,3.6,515570.89638157893,06073015703
29.4,7645.0,5262.0,2846.0,7645.0,869.0,157.0,40043.0,0.4398,2424.0,1619.0,4.6,359200.0,06073016502
40.2,8808.0,6242.0,3026.0,8808.0,1235.0,73.0,82817.0,0.4637,3108.0,620.0,5.9,538000.0,06073019106
35.3,19644.0,11142.0,7483.0,19644.0,1372.0,266.0,90064.0,0.299,4660.0,1840.0,5.4,455500.0,06073010014
42.3,4823.0,3932.0,2102.0,4823.0,582.0,13.0,78359.0,0.367,1680.0,232.0,5.5,380900.0,06073016811
42.5,9497.0,6662.0,3486.0,9497.0,889.0,13.0,148261.0,0.3775,3013.0,346.0,7.9,654800.0,06073021303
44.4,5131.0,4233.0,2288.0,5131.0,524.0,7.0,75000.0,0.389,1920.0,322.0,5.8,382200.0,06073015501
42.6,2902.0,2381.0,1205.0,2902.0,341.0,16.0,101146.0,0.4395,1032.0,110.0,6.7,506300.0,06073015502
51.7,2508.0,2191.0,1295.0,2508.0,293.0,19.0,116786.0,0.332,877.0,98.0,7.5,615100.0,06073021304
47.0,2771.0,2609.0,1148.0,2771.0,312.0,33.0,91042.0,0.3932,1017.0,140.0,6.2,602100.0,06073020807
55.3,3007.0,2103.0,748.0,3007.0,286.0,47.0,38796.0,0.4723,1710.0,321.0,5.0,216100.0,06073020903
31.3,7204.0,4711.0,3444.0,7204.0,664.0,341.0,43836.0,0.6022,2795.0,2115.0,3.8,702000.0,06073018200
29.6,4914.0,3545.0,2336.0,4914.0,626.0,112.0,41786.0,0.4085,1848.0,1257.0,4.1,355200.0,06073018509
37.5,6606.0,5104.0,3216.0,6606.0,881.0,15.0,69665.0,0.437,2769.0,1136.0,4.9,545200.0,06073018100
29.1,6698.0,4547.0,2649.0,6698.0,834.0,142.0,35144.0,0.4583,2332.0,1699.0,4.3,276700.0,06073018603
41.5,6024.0,4283.0,2161.0,6024.0,828.0,104.0,47585.0,0.4149,2652.0,1021.0,4.9,162700.0,06073018614
42.8,4772.0,3595.0,2409.0,4772.0,552.0,107.0,79260.0,0.4049,2130.0,834.0,5.2,516600.0,06073018515
45.5,6972.0,6255.0,2857.0,6972.0,820.0,68.0,88382.0,0.4848,2817.0,1048.0,5.6,818800.0,06073017404
40.6,6028.0,4733.0,2900.0,6028.0,612.0,28.0,90625.0,0.4455,3252.0,1636.0,4.2,1181700.0,06073017304
34.7,3928.0,3666.0,2385.0,3928.0,415.0,0.0,92253.0,0.4954,2167.0,1331.0,4.2,800800.0,06073008006
31.9,3265.0,2639.0,1686.0,3265.0,269.0,133.0,65444.0,0.3344,835.0,313.0,5.6,372900.0,06073019404
58.0,3618.0,3213.0,1177.0,3618.0,527.0,0.0,144792.0,0.528,1740.0,218.0,7.1,2000001.0,06073008303
48.8,5158.0,4761.0,2110.0,5158.0,670.0,0.0,108333.0,0.5508,2149.0,563.0,6.2,809700.0,06073017403
47.2,2127.0,1958.0,1015.0,2127.0,252.0,12.0,123750.0,0.4228,900.0,217.0,6.3,919200.0,06073007302
31.9,4074.0,3737.0,2243.0,4074.0,301.0,0.0,73019.0,0.4182,2394.0,1499.0,3.9,852000.0,06073007701
49.4,2982.0,2568.0,1172.0,2982.0,384.0,0.0,133000.0,0.3415,1269.0,169.0,6.4,883700.0,06073007002
27.9,6193.0,4560.0,2626.0,6193.0,589.0,104.0,67653.0,0.3911,1408.0,762.0,4.9,416700.0,06073019206
28.0,5090.0,2621.0,2721.0,5090.0,326.0,46.0,61583.0,0.4182,2094.0,1501.0,3.9,410500.0,06073008343
36.7,6915.0,5203.0,3340.0,6915.0,688.0,78.0,71083.0,0.4417,2429.0,860.0,5.6,524700.0,06073008502
46.1,3103.0,2704.0,1417.0,3103.0,343.0,49.0,96080.0,0.3928,1192.0,205.0,6.0,680000.0,06073009104
20.4,4747.0,3873.0,1305.0,4747.0,212.0,15.0,60114.0,0.4803,970.0,307.0,4.9,548700.0,06073009106
37.0,4753.0,3682.0,2241.0,4753.0,404.0,130.0,77500.0,0.3721,1605.0,595.0,5.1,474300.0,06073008506
37.6,5005.0,4362.0,2325.0,5005.0,742.0,39.0,79468.0,0.4101,1598.0,568.0,5.7,456000.0,06073019903
51.0,2330.0,2226.0,831.0,2330.0,295.0,23.0,121563.0,0.5074,1154.0,341.0,6.7,1962500.0,06073021800
47.8,2056.0,1879.0,975.0,2056.0,287.0,0.0,101071.0,0.4405,1105.0,533.0,4.7,803200.0,06073000201
44.8,7430.0,5637.0,4178.0,7430.0,657.0,0.0,73125.0,0.5321,6207.0,2700.0,3.5,674500.0,06073005400
35.2,8066.0,5017.0,3630.0,8066.0,813.0,157.0,113574.0,0.3494,2253.0,309.0,7.3,526000.0,06073020020
33.5,6308.0,4087.0,3561.0,6308.0,290.0,55.0,41866.0,0.5258,4396.0,3472.0,2.7,404400.0,06073005200
33.7,4276.0,1445.0,2166.0,4276.0,369.0,41.0,92656.0,0.3419,1396.0,563.0,4.6,363600.0,06073008356
31.2,6126.0,4730.0,3833.0,6126.0,275.0,0.0,46728.0,0.3857,3147.0,2495.0,3.5,352100.0,06073001200
39.6,5286.0,2011.0,2635.0,5286.0,547.0,92.0,94375.0,0.4196,1585.0,425.0,6.0,483100.0,06073008353
34.6,9189.0,6782.0,4030.0,9189.0,846.0,17.0,61302.0,0.4437,3637.0,1352.0,5.2,375000.0,06073020306
29.8,4808.0,2197.0,2682.0,4808.0,462.0,51.0,58889.0,0.359,1901.0,1566.0,3.6,190500.0,06073008359
28.1,2896.0,1501.0,996.0,2896.0,407.0,42.0,36061.0,0.4051,778.0,461.0,4.2,273600.0,06073003601
35.4,4462.0,3400.0,1822.0,4462.0,483.0,68.0,67361.0,0.4042,1628.0,656.0,5.1,409200.0,06073010300
27.7,3467.0,1415.0,1459.0,3467.0,527.0,99.0,32946.0,0.5232,1326.0,1051.0,3.5,376700.0,06073002201
32.3,5488.0,3693.0,3024.0,5488.0,784.0,68.0,47319.0,0.4063,2761.0,2094.0,3.5,471400.0,06073001800
46.0,6501.0,5406.0,2873.0,6501.0,846.0,33.0,84919.0,0.44,2384.0,358.0,6.2,459800.0,06073020304
